,Lot Shape,Land Contour,House Style,Heating QC,Central Air,Bedroom AbvGr,TotRms AbvGrd,Mo Sold,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,house_score,exter_score,fireplace_score,garage_score,kitchen_score,total_baths,basement_score,Gr Liv Area,Mas Vnr Area,Total Bsmt SF,SalePrice
1544,4,Lvl,2Story,3,Y,4,8,9,1974,1974,missing,2009,10,6,0,0.0,6,4,7,1792,0.0,896.0,136000
1545,4,Lvl,1Story,5,Y,2,6,3,2005,2005,2005.0,2006,14,8,4,,5,2,8,1565,278.0,1560.0,282500
1546,4,Lvl,1Story,5,Y,2,6,5,2005,2006,2005.0,2010,13,7,4,,4,2,7,1595,226.0,1595.0,221500
1547,2,Lvl,1Story,4,Y,4,7,6,1995,1996,1996.0,2007,9,6,0,7.0,4,2,7,1680,0.0,1680.0,170000
1548,3,Lvl,1Story,4,Y,3,6,5,1967,1967,1967.0,2009,10,5,1,,3,1,5,1040,0.0,1040.0,163000
1549,3,Lvl,2Story,5,Y,4,9,11,1995,1995,1995.0,2007,13,7,3,,4,3,7,2531,513.0,1318.0,290000
1550,3,Lvl,2Story,5,Y,4,8,5,1996,1997,1996.0,2007,13,8,3,,4,3,7,2538,526.0,1325.0,330000
1551,4,Lvl,2Story,3,Y,2,5,7,1973,1973,1973.0,2009,11,6,0,7.0,3,2,6,987,504.0,483.0,111000
1552,2,Lvl,2Story,5,Y,3,7,8,1999,1999,1999.0,2006,11,6,3,,3,3,7,1755,148.0,840.0,214000
1553,3,Lvl,1Story,3,Y,3,6,5,1953,1953,1971.0,2008,11,6,0,7.0,3,2,6,1152,84.0,1152.0,137500
1554,4,Lvl,2Story,5,Y,3,7,6,2003,2003,2003.0,2009,12,7,5,,5,3,7,1884,0.0,926.0,240900
1555,3,Lvl,2Story,5,Y,3,8,6,1992,1992,1992.0,2010,12,7,3,,4,3,7,1923,0.0,750.0,190000
1556,4,Lvl,1Story,5,Y,3,6,9,2002,2002,2002.0,2009,12,7,0,,4,2,7,1611,0.0,1569.0,250000
1557,3,Lvl,1Story,3,Y,3,6,7,1976,2004,1976.0,2007,13,8,2,,4,2,7,1437,0.0,1437.0,218000
1558,4,Lvl,2Story,5,Y,3,8,8,1993,1993,1993.0,2007,13,7,4,7.0,4,3,7,2075,194.0,1148.0,255000
1559,3,HLS,1Story,5,Y,3,7,8,2006,2006,2006.0,2006,12,7,4,,4,2,7,1670,27.0,1670.0,240000
1560,3,Lvl,1Story,5,Y,3,8,6,2006,2007,2006.0,2007,13,7,0,9.0,4,3,7,2140,0.0,2140.0,360000
1561,4,Lvl,SLvl,4,Y,3,6,10,1965,1999,1965.0,2008,13,7,4,,4,2,6,1265,0.0,1219.0,179900
1562,3,Bnk,1.5Fin,3,Y,3,12,3,1946,1994,missing,2007,11,6,4,0.0,5,3,6,3086,0.0,1598.0,200500
1563,4,Lvl,1.5Fin,2,N,2,6,5,1910,1950,missing,2009,9,6,0,0.0,3,1,6,968,0.0,600.0,37900
1564,3,Lvl,1Story,5,Y,2,5,1,2001,2001,2001.0,2007,13,7,0,7.0,4,2,8,1312,86.0,1267.0,180500
1565,4,Lvl,2Story,5,Y,6,8,10,2000,2000,2000.0,2009,12,6,6,9.0,6,6,8,2787,23.0,1168.0,269500
1566,3,Lvl,2Story,5,Y,3,7,10,2003,2003,2003.0,2007,12,7,4,9.0,4,3,7,1733,0.0,847.0,225000
1567,4,Lvl,1.5Fin,4,Y,3,6,5,1940,1950,1965.0,2007,13,6,0,9.0,4,1,6,1215,0.0,720.0,141000
1568,3,Lvl,1Story,5,Y,3,8,6,2008,2008,2008.0,2009,14,8,4,,5,2,8,1743,284.0,1739.0,335000
1569,3,Lvl,1Story,5,Y,3,5,6,1977,2004,1977.0,2010,13,8,0,7.0,3,2,7,1026,0.0,1026.0,150000
1570,3,Low,1Story,4,Y,0,5,11,1981,1987,1981.0,2006,14,7,4,9.0,4,1,8,1842,0.0,1842.0,385000
1571,4,Lvl,2Story,3,Y,3,7,10,1965,1990,1965.0,2009,13,6,6,7.0,3,3,6,1986,176.0,768.0,205000
1572,4,Lvl,1Story,5,Y,2,6,2,2006,2006,2006.0,2010,12,7,0,,4,2,7,1208,24.0,1187.0,206000
1573,4,Lvl,1Story,5,Y,3,7,11,2004,2004,2004.0,2007,12,7,0,,4,2,7,1422,106.0,1422.0,179600
1574,4,Lvl,1Story,3,Y,2,6,4,1951,1951,1951.0,2006,9,6,0,7.0,3,1,4,1220,0.0,836.0,102000
1575,3,Lvl,1Story,3,Y,3,6,3,1977,1977,1977.0,2008,11,6,0,,5,2,7,1126,0.0,1126.0,175000
1576,4,Lvl,1Story,4,Y,2,6,6,1956,2001,2001.0,2006,10,6,0,7.0,3,1,6,1384,0.0,1015.0,159000
1577,4,Lvl,1Story,3,Y,3,6,5,1976,1976,1991.0,2008,12,6,1,7.0,3,2,8,1127,84.0,1127.0,135000
1578,4,Lvl,1.5Fin,4,Y,4,7,10,1954,1972,1954.0,2006,10,6,0,7.0,3,2,5,1855,0.0,994.0,136900
1579,4,Lvl,1Story,3,Y,3,6,6,1961,1994,1961.0,2006,12,6,3,7.0,3,1,6,1236,0.0,912.0,135000
1580,4,Lvl,2Story,5,Y,3,8,7,1999,1999,1999.0,2009,13,7,4,,4,3,7,2365,673.0,1252.0,337000
1581,3,Lvl,2Story,3,Y,4,9,8,1968,1984,1968.0,2006,13,6,4,7.0,4,3,6,2654,220.0,1054.0,250000
1582,3,Lvl,2Story,5,Y,4,9,6,1996,1996,1996.0,2008,13,7,4,,4,3,7,2340,402.0,1236.0,306000
1583,4,Lvl,1Story,3,Y,3,5,3,1987,1988,missing,2009,10,7,0,0.0,3,3,8,1200,0.0,1200.0,179000
1584,4,Lvl,2Story,5,Y,2,5,2,2007,2007,2007.0,2008,12,7,0,7.0,4,2,7,1392,0.0,689.0,146000
1585,4,Lvl,1.5Fin,4,Y,3,7,5,1915,1950,2006.0,2007,11,6,4,7.0,3,2,5,2180,0.0,1138.0,161000
1586,3,Lvl,1Story,4,Y,3,6,2,1977,2001,1977.0,2010,13,6,6,,4,2,6,1610,28.0,1610.0,205000
1587,3,Lvl,1Story,4,Y,2,6,7,1986,1986,1986.0,2008,13,7,3,9.0,4,2,7,1501,340.0,1277.0,241500
1588,4,Lvl,1Story,4,Y,3,5,4,1961,1961,1961.0,2007,9,5,0,7.0,3,1,6,1029,192.0,1029.0,118500
1589,3,Lvl,SLvl,5,Y,3,6,7,1958,1958,1958.0,2006,9,6,0,7.0,4,1,6,1352,120.0,1062.0,130000
1590,4,Lvl,1Story,5,Y,2,5,5,1940,1950,1940.0,2007,13,6,8,7.0,3,1,6,1072,279.0,808.0,130000
1591,3,Lvl,2Story,5,Y,4,11,7,2006,2006,2006.0,2006,15,8,4,,5,3,8,2698,734.0,1850.0,535000
1592,4,Lvl,1Story,4,Y,3,6,10,1962,1962,1962.0,2009,11,6,0,7.0,3,1,6,912,60.0,912.0,123000
1593,4,Lvl,1Story,3,N,2,6,6,1955,1955,missing,2008,9,5,0,0.0,6,2,0,1152,0.0,0.0,82000
1594,4,Lvl,2Story,5,Y,3,7,3,1920,1965,1935.0,2008,15,6,0,7.0,3,1,6,1450,0.0,624.0,132000
1595,4,Lvl,1Story,5,Y,2,4,12,1921,1968,1968.0,2006,11,6,0,7.0,3,1,6,1073,0.0,1073.0,108480
1596,3,Lvl,1Story,3,Y,3,7,7,1967,1967,1967.0,2006,10,6,3,7.0,3,2,6,1458,450.0,1176.0,165000
1597,3,Lvl,1Story,5,Y,3,7,6,2006,2006,2006.0,2007,12,7,0,,4,2,7,1486,170.0,1461.0,181000
1598,4,Lvl,SLvl,3,Y,4,8,7,1961,1961,1961.0,2009,10,6,3,7.0,3,2,7,1774,0.0,552.0,165000
1599,3,Lvl,1.5Fin,3,Y,5,8,4,1969,1969,1969.0,2010,10,6,0,9.0,3,2,6,1479,0.0,864.0,161000
1600,4,Lvl,1Story,5,Y,3,7,9,2006,2006,2006.0,2006,13,7,0,9.0,4,2,7,1504,60.0,1504.0,199000
1601,4,Lvl,2Story,5,Y,4,8,2,2002,2003,2002.0,2010,12,7,4,9.0,4,3,7,1894,44.0,817.0,214900
1602,4,Lvl,1Story,5,Y,2,5,10,2006,2006,2006.0,2006,13,7,0,,4,2,7,1278,0.0,1278.0,198600
1603,4,Lvl,2Story,4,Y,4,10,7,1998,1998,1998.0,2006,13,7,3,9.0,4,3,7,2263,650.0,1141.0,258000
1604,4,Lvl,2Story,5,Y,6,8,10,2000,2000,2000.0,2009,12,6,6,9.0,6,6,8,2787,23.0,1168.0,269500
1605,4,Lvl,2Story,5,Y,3,6,4,2002,2002,2002.0,2008,12,7,4,9.0,4,3,7,1414,0.0,707.0,176000
1606,4,Lvl,SLvl,5,Y,3,7,10,1964,1991,1964.0,2007,13,6,0,,4,2,7,1302,108.0,1302.0,158000
1607,4,Lvl,SLvl,5,Y,3,7,3,2002,2002,2002.0,2009,13,7,3,9.0,4,3,7,1419,0.0,408.0,184100
1608,3,Lvl,1Story,3,Y,2,6,9,1971,1971,1971.0,2007,11,6,3,7.0,3,2,6,1220,176.0,1625.0,170000
1609,3,Lvl,SLvl,4,Y,3,6,4,1986,1986,1986.0,2009,12,7,3,9.0,3,3,6,1982,242.0,572.0,208000
1610,4,Lvl,1Story,5,Y,1,4,5,2003,2003,2003.0,2009,11,7,0,9.0,4,1,7,848,170.0,848.0,140000
1611,3,HLS,1Story,5,Y,2,5,6,2007,2008,2007.0,2009,13,8,4,9.0,5,2,8,1648,174.0,1596.0,230000
1612,3,HLS,1Story,4,Y,2,5,4,1989,1989,1989.0,2008,13,7,3,,4,2,7,1337,0.0,1337.0,188500
1613,4,HLS,1.5Fin,3,Y,2,7,2,1940,1950,1940.0,2006,11,6,4,7.0,3,2,7,1717,0.0,901.0,194000
1614,4,Lvl,1Story,4,Y,3,5,4,1956,1958,1956.0,2008,10,6,0,,3,1,6,1104,0.0,1104.0,133000
1615,3,Lvl,1Story,3,Y,3,5,7,1978,1978,1978.0,2009,10,6,0,7.0,3,1,7,907,76.0,907.0,140000
1616,3,Lvl,2Story,5,Y,3,6,6,2000,2000,2000.0,2008,12,7,0,,4,3,7,1652,120.0,782.0,207500
1617,4,Lvl,2Story,4,Y,5,8,5,1967,1997,1967.0,2009,13,6,3,,4,3,6,2640,256.0,932.0,256900
1618,4,Lvl,1.5Fin,4,Y,2,5,7,1940,1950,1940.0,2007,11,6,0,7.0,3,1,6,1034,0.0,735.0,109000
1619,4,Bnk,1Story,3,Y,4,8,6,1979,1979,1979.0,2009,10,6,0,7.0,6,2,0,1513,0.0,0.0,113722
1620,4,Lvl,1Story,5,Y,3,7,3,2005,2006,2005.0,2009,13,7,4,9.0,4,2,8,1498,76.0,1498.0,237000
1621,4,Lvl,1Story,4,Y,3,6,7,1963,1963,1994.0,2007,12,6,0,,4,1,6,1053,0.0,1053.0,142100
1622,3,Lvl,1Story,4,Y,2,5,5,1954,1954,1954.0,2006,11,6,0,,3,2,6,1293,28.0,1178.0,149900
1623,4,Lvl,1Story,5,Y,3,7,5,2008,2008,2008.0,2009,14,8,4,,5,2,8,2020,450.0,2020.0,404000
1624,3,HLS,2Story,3,Y,3,9,9,1962,1998,1962.0,2006,15,6,8,,3,3,6,2448,0.0,1438.0,277500
1625,4,Lvl,2Story,3,Y,3,7,6,1985,1985,1985.0,2010,11,7,3,9.0,4,3,7,1732,336.0,741.0,178000
1626,4,Lvl,1Story,5,Y,2,6,12,2006,2006,2006.0,2009,13,7,4,9.0,4,2,7,1324,176.0,1324.0,254000
1627,4,Lvl,1Story,3,N,2,5,6,1923,1970,1928.0,2010,4,5,4,5.0,3,1,4,832,0.0,678.0,12789
1628,4,Lvl,1Story,4,Y,3,6,6,1995,1996,1995.0,2007,12,6,3,9.0,3,2,8,1253,38.0,1237.0,176000
1629,4,Lvl,2Story,5,Y,4,9,9,2006,2006,2006.0,2006,14,6,0,,4,4,9,2596,370.0,1249.0,342643
1630,3,Lvl,1Story,3,Y,3,6,8,1967,1967,1967.0,2007,11,6,0,7.0,3,1,6,902,75.0,876.0,125500
1631,3,Lvl,1Story,5,Y,3,8,7,1989,1989,1989.0,2008,11,6,3,7.0,3,2,7,1495,128.0,1495.0,150000
1632,4,Lvl,1Story,5,Y,2,6,5,2007,2007,2007.0,2007,13,8,4,9.0,5,2,7,1584,0.0,1574.0,261329
1633,4,Lvl,1Story,5,Y,3,6,4,2004,2005,missing,2008,12,6,0,0.0,4,1,7,1080,120.0,1080.0,141000
1634,4,Lvl,1Story,4,Y,3,6,2,1953,1953,1953.0,2007,10,6,2,9.0,3,1,6,1647,0.0,1105.0,153000
1635,4,Lvl,1Story,5,Y,2,6,6,2006,2007,2007.0,2007,12,7,4,9.0,4,2,8,1258,72.0,1258.0,172500
1636,4,Lvl,2Story,5,Y,3,7,7,1915,2003,2003.0,2007,13,6,0,7.0,3,1,6,1396,0.0,698.0,153575
1637,4,Lvl,1Story,5,Y,2,5,11,1930,2007,1930.0,2007,14,7,0,5.0,4,1,6,1001,0.0,837.0,124900
1638,4,Lvl,1Story,5,Y,3,8,5,2006,2007,2007.0,2007,14,8,5,9.0,5,3,8,2121,315.0,2121.0,415298
1639,4,Lvl,1.5Fin,5,Y,3,6,9,1920,1950,1920.0,2009,12,5,0,6.0,3,1,6,1480,0.0,972.0,119000
1640,4,Lvl,1Story,5,Y,3,7,12,2006,2006,2006.0,2007,13,7,4,,4,2,8,1588,410.0,1588.0,227000
1641,3,Lvl,1Story,5,Y,3,5,8,1959,2006,1959.0,2008,12,7,0,,4,2,6,1053,54.0,1053.0,145500
1642,4,Lvl,1Story,3,Y,1,3,6,1921,1950,1921.0,2006,8,6,0,6.0,3,1,5,492,0.0,492.0,61500
1643,4,Lvl,1Story,4,Y,3,8,3,1969,1969,1969.0,2006,13,7,3,9.0,3,2,6,1851,434.0,1851.0,192100
1644,4,Bnk,2Story,5,Y,3,7,2,1915,1965,1915.0,2009,13,7,0,7.0,3,2,6,1403,0.0,698.0,116000
1645,4,Lvl,SLvl,5,Y,3,6,6,1958,1958,1958.0,2007,14,7,0,,3,1,6,1138,63.0,588.0,145000
1646,3,Lvl,1Story,5,Y,3,10,7,2003,2003,2003.0,2009,14,7,4,9.0,5,2,8,2452,724.0,2452.0,445000
1647,3,Lvl,1Story,3,Y,3,5,9,1977,2008,1977.0,2009,12,6,0,7.0,4,2,7,1040,0.0,1040.0,150500
1648,3,Lvl,2Story,4,Y,3,7,4,1993,1994,1993.0,2010,11,6,3,9.0,3,3,7,1655,0.0,763.0,175900
1649,4,Lvl,1Story,5,Y,3,6,4,1974,1974,1974.0,2009,12,6,3,,3,2,6,1116,196.0,1116.0,167900
1650,3,Lvl,2Story,5,Y,4,9,11,2006,2006,2006.0,2006,12,7,4,9.0,4,3,7,1863,0.0,879.0,219210
1651,4,Lvl,2Story,5,Y,3,8,5,1992,1992,1992.0,2010,11,7,3,,4,3,7,1845,0.0,1055.0,189000
1652,4,Lvl,1Story,3,Y,3,6,5,1957,1957,1957.0,2008,9,6,8,,3,1,6,1176,143.0,1176.0,136500
1653,4,Lvl,1Story,5,Y,3,5,6,1966,2008,1966.0,2010,12,6,0,7.0,4,1,6,892,47.0,864.0,137900
1654,4,Lvl,1Story,3,N,2,4,6,1910,2006,1956.0,2009,9,6,0,7.0,3,1,6,1022,0.0,1022.0,85000
1655,4,Lvl,1Story,3,N,4,7,10,1951,1951,1951.0,2006,8,6,0,7.0,3,2,5,2136,44.0,2136.0,137900
1656,3,Lvl,2Story,5,Y,3,7,5,1998,1998,1998.0,2008,11,6,0,9.0,3,3,7,1604,0.0,926.0,195500
1657,4,Bnk,2Story,3,N,4,6,5,1915,1950,1920.0,2010,10,6,0,7.0,2,2,7,1647,0.0,806.0,128000
1658,4,Lvl,1Story,5,Y,3,5,7,1961,2007,1962.0,2008,13,7,3,7.0,4,1,6,864,0.0,864.0,135000
1659,3,Lvl,1Story,3,Y,3,5,9,1975,1975,1985.0,2008,11,6,2,7.0,3,2,6,1076,176.0,1076.0,143195
1660,4,Lvl,1Story,3,Y,2,4,8,1930,1960,1988.0,2008,11,6,0,7.0,3,1,6,935,0.0,742.0,79500
1661,4,Lvl,2Story,5,Y,3,8,7,2003,2004,2003.0,2008,12,7,0,,4,3,7,1663,95.0,835.0,192500
1662,4,Lvl,1.5Fin,3,Y,3,6,3,1950,1970,1950.0,2009,12,8,0,7.0,3,2,6,1328,0.0,768.0,129500
1663,3,Lvl,2Story,4,Y,3,7,5,1995,1996,1995.0,2007,11,6,3,9.0,3,3,7,1572,0.0,806.0,168000
1664,4,Lvl,1.5Fin,5,Y,2,7,4,1939,1950,1939.0,2008,11,6,4,7.0,6,2,6,1342,0.0,739.0,105000
1665,3,Lvl,1Story,3,Y,3,5,3,1971,1971,1979.0,2007,11,6,0,7.0,3,2,6,981,0.0,981.0,143250
1666,4,Lvl,1Story,5,Y,3,6,6,1995,2006,1999.0,2008,11,6,0,7.0,4,2,7,1099,0.0,1099.0,144000
1667,3,Lvl,2Story,5,Y,3,8,5,1994,2002,1994.0,2010,12,7,4,,4,3,7,2110,0.0,948.0,205000
1668,3,Lvl,SFoyer,3,Y,2,5,4,1974,1974,1974.0,2007,12,6,1,7.0,3,1,7,1026,0.0,970.0,143000
1669,3,Lvl,1Story,5,Y,2,5,9,2001,2001,2001.0,2008,14,7,3,9.0,5,2,8,1419,0.0,1419.0,290000
1670,3,Lvl,1Story,5,Y,2,11,3,2009,2010,2009.0,2010,14,8,8,9.0,5,3,8,2364,760.0,2330.0,611657
1671,2,Low,1Story,4,Y,3,6,11,1996,1996,2000.0,2009,10,7,0,7.0,4,1,7,1040,0.0,1040.0,152000
1672,3,HLS,1Story,5,Y,2,5,1,1992,1992,1992.0,2010,13,7,0,,4,2,7,1280,0.0,1280.0,191500
1673,4,Lvl,2Story,5,Y,4,9,10,2004,2005,2004.0,2007,13,7,4,,4,3,8,2473,344.0,1143.0,317000
1674,4,Lvl,1.5Fin,5,Y,2,6,7,1940,1998,1940.0,2007,15,6,8,7.0,4,2,6,1302,0.0,680.0,165250
1675,4,Lvl,1Story,3,Y,3,6,4,1966,1966,1966.0,2008,10,6,0,7.0,3,1,6,1092,0.0,1092.0,123000
1676,4,Lvl,1Story,3,Y,1,4,6,1956,1956,1956.0,2008,14,6,3,7.0,3,1,7,1188,0.0,988.0,185000
1677,4,Lvl,1Story,4,Y,3,6,3,1962,1962,1962.0,2006,13,6,0,7.0,3,1,6,1045,0.0,1045.0,120000
1678,3,Lvl,1Story,4,Y,3,6,11,1966,1966,1966.0,2007,13,6,2,,3,2,6,1093,0.0,1093.0,158500
1679,3,Lvl,2Story,5,Y,3,6,12,2004,2004,2004.0,2008,11,7,0,,4,3,7,1640,0.0,798.0,173000
1680,4,Lvl,1Story,3,Y,2,6,3,1962,1962,1962.0,2007,9,6,0,7.0,6,2,0,1224,0.0,0.0,101800
1681,4,Lvl,2Story,5,Y,3,6,4,1936,2007,1971.0,2009,16,8,0,,4,1,8,1135,0.0,560.0,155000
1682,4,Lvl,1Story,5,Y,3,6,12,1925,1950,1987.0,2009,12,6,0,7.0,5,1,6,1078,0.0,1054.0,125000
1683,4,Lvl,1Story,4,Y,2,5,5,1956,1956,1956.0,2007,10,6,0,6.0,3,1,0,968,1.0,0.0,104500
1684,4,Lvl,2Story,5,Y,4,10,6,2004,2005,2004.0,2009,14,7,4,9.0,5,3,8,2224,216.0,1462.0,350000
1685,4,Lvl,1Story,4,N,2,6,7,1950,1950,1949.0,2006,7,6,0,7.0,6,2,0,1040,0.0,0.0,93500
1686,3,Lvl,2Story,5,Y,3,7,6,1999,1999,1999.0,2008,12,7,0,,4,3,7,1790,158.0,873.0,193000
1687,3,Bnk,2.5Fin,2,Y,3,11,9,1922,1994,1993.0,2008,13,6,4,9.0,3,2,8,2555,0.0,588.0,191000
1688,4,Lvl,1Story,5,Y,2,5,6,1930,2005,1932.0,2006,14,6,0,5.0,4,1,6,813,0.0,813.0,110000
1689,4,Lvl,2Story,5,Y,3,7,11,2001,2001,2001.0,2009,13,7,3,,5,3,7,1872,108.0,1299.0,261500
1690,4,Lvl,1Story,4,Y,2,5,6,1956,1956,1956.0,2009,11,6,0,7.0,3,1,6,1050,0.0,1050.0,128900
1691,3,Lvl,2Story,5,Y,4,11,5,1993,1994,1993.0,2006,14,8,3,,5,4,8,3500,738.0,1733.0,584500
1692,4,Bnk,1Story,5,Y,3,5,2,1954,1954,1954.0,2007,9,6,0,7.0,3,1,6,948,132.0,864.0,111000
1693,4,Lvl,1.5Fin,3,Y,4,7,10,1926,1950,1965.0,2007,10,6,0,7.0,3,1,5,1316,0.0,750.0,90000
1694,3,Lvl,2Story,3,Y,3,7,8,1965,1979,1965.0,2007,11,7,1,7.0,3,3,7,2380,113.0,1021.0,129000
1695,3,Low,1Story,5,Y,3,7,11,1954,2006,1993.0,2008,13,7,4,7.0,4,1,6,1640,72.0,1296.0,224000
1696,4,Lvl,2Story,5,Y,2,5,5,2005,2005,2005.0,2008,11,7,0,,4,3,7,1200,0.0,600.0,165000
1697,4,Lvl,2Story,5,Y,3,6,2,1920,1993,1920.0,2010,14,7,0,7.0,3,1,6,1324,0.0,662.0,122000
1698,3,HLS,1Story,5,Y,2,6,9,2006,2007,2207.0,2007,13,7,4,,5,2,7,1564,0.0,1546.0,267300
1699,4,Lvl,2Story,5,Y,4,11,7,2008,2009,2009.0,2009,14,8,8,9.0,5,4,8,3140,860.0,1926.0,485000
1700,1,Lvl,1.5Fin,3,Y,5,8,10,1962,1962,1962.0,2006,11,6,4,7.0,3,2,6,2486,0.0,1595.0,220000
1701,3,Lvl,2Story,5,Y,3,6,7,1997,1997,1997.0,2008,11,6,0,,4,3,7,1771,128.0,864.0,215700
1702,3,Lvl,1Story,5,Y,3,7,3,2004,2005,2004.0,2009,13,7,4,9.0,4,2,8,1836,42.0,1836.0,280000
1703,3,Lvl,1Story,5,Y,2,7,6,2003,2004,2003.0,2008,13,7,3,9.0,4,2,7,1575,504.0,1603.0,284000
1704,4,Lvl,SFoyer,4,Y,1,3,12,1970,1970,missing,2007,10,6,0,0.0,3,1,7,630,0.0,630.0,84500
1705,4,Lvl,1Story,3,Y,2,7,5,1963,1984,1963.0,2010,13,6,3,,3,1,6,1395,218.0,1395.0,192000
1706,4,Lvl,2Story,3,N,2,5,7,1930,1950,1930.0,2006,15,6,1,6.0,4,1,6,1004,0.0,502.0,105000
1707,4,Lvl,1Story,5,Y,3,8,10,2004,2005,2004.0,2006,12,7,4,9.0,4,2,7,1836,0.0,1860.0,216837
1708,4,Lvl,1Story,3,Y,3,6,2,1960,1960,1960.0,2008,11,4,0,,4,2,6,1496,203.0,1296.0,141500
1709,3,Lvl,1Story,5,Y,3,5,5,1967,2003,1967.0,2008,12,6,0,,4,1,6,894,0.0,894.0,130000
1710,4,HLS,1Story,3,Y,3,5,8,1978,1978,missing,2009,10,6,0,0.0,3,2,7,1040,136.0,1040.0,124000
1711,4,Lvl,2Story,5,Y,3,6,3,1923,1999,missing,2007,11,6,0,0.0,4,2,7,1828,0.0,859.0,150909
1712,4,Lvl,1Story,5,Y,2,4,1,1952,2003,1952.0,2006,11,6,0,,3,1,6,1008,0.0,1008.0,139500
1713,4,HLS,1Story,3,Y,3,5,10,1955,1955,1996.0,2007,9,6,0,7.0,3,1,6,864,0.0,864.0,79275
1714,3,HLS,1Story,5,Y,2,6,12,2006,2006,2006.0,2007,13,7,4,,5,2,7,1484,32.0,1476.0,265900
1715,4,Bnk,1Story,3,N,2,4,4,1930,1950,1925.0,2008,11,6,0,6.0,3,1,7,790,0.0,768.0,91000
1716,4,Lvl,2Story,5,Y,3,6,7,1977,1977,1977.0,2009,11,6,3,7.0,3,3,7,1934,157.0,1122.0,185000
1717,4,Lvl,1Story,5,Y,3,6,5,1959,1959,1959.0,2006,11,6,0,,3,1,6,1150,0.0,1150.0,141000
1718,3,Lvl,2Story,5,Y,3,7,6,2007,2008,2007.0,2007,13,7,4,7.0,4,3,7,2152,0.0,1582.0,260116
1719,4,Lvl,1Story,3,Y,2,4,8,1941,1950,1941.0,2009,10,6,0,7.0,3,1,6,672,0.0,672.0,113000
1720,2,Lvl,SLvl,5,Y,3,6,2,1995,1995,1995.0,2008,13,7,2,9.0,4,2,7,1511,302.0,1401.0,225000
1721,4,Lvl,1Story,3,Y,2,4,8,1945,1950,1945.0,2009,11,7,0,7.0,2,1,6,793,0.0,793.0,113000
1722,4,Lvl,SLvl,3,Y,3,5,6,1975,1975,1975.0,2010,12,6,2,7.0,3,1,6,1096,0.0,1008.0,125200
1723,3,Lvl,2Story,5,Y,3,8,9,2007,2007,2007.0,2007,13,8,8,9.0,5,3,8,2100,120.0,918.0,319500
1724,4,Bnk,1.5Fin,3,Y,3,6,4,1945,1950,1962.0,2008,11,6,3,7.0,3,2,6,1558,0.0,913.0,140000
1725,3,Low,1Story,3,Y,2,6,3,1958,1958,1958.0,2006,11,6,8,7.0,3,1,7,1650,0.0,1632.0,250764
1726,4,Lvl,2Story,5,Y,4,10,6,2007,2007,2007.0,2008,13,8,4,9.0,4,3,7,2088,108.0,948.0,250000
1727,4,Lvl,2Story,5,Y,3,6,6,2005,2006,2005.0,2007,11,7,4,9.0,4,3,7,1536,0.0,768.0,176000
1728,4,Lvl,1Story,4,Y,4,8,4,1957,1969,1957.0,2007,12,6,9,7.0,3,1,6,1721,289.0,1331.0,174850
1729,4,Lvl,2Story,3,Y,3,7,7,1978,1978,1978.0,2009,11,6,3,7.0,3,3,7,1548,0.0,804.0,147000
1730,4,Lvl,1Story,3,Y,2,5,4,1979,1979,1979.0,2010,11,6,3,7.0,3,2,7,918,0.0,918.0,99500
1731,4,Lvl,2Story,5,Y,3,8,7,2009,2009,2009.0,2009,14,7,4,,5,3,8,2690,0.0,1365.0,398800
1732,4,Lvl,2Story,5,Y,3,7,8,1999,2000,1999.0,2007,11,6,3,,3,3,7,1647,0.0,953.0,175000
1733,4,Lvl,1Story,3,Y,2,4,7,1954,1954,1954.0,2008,12,6,0,7.0,3,1,6,825,0.0,825.0,109500
1734,1,Lvl,1Story,4,Y,3,7,3,1970,1970,1970.0,2007,9,6,3,7.0,3,2,7,1657,0.0,1657.0,163500
1735,4,Lvl,1Story,3,Y,2,4,4,1941,1950,missing,2006,9,6,6,0.0,3,1,6,788,0.0,788.0,100000
1736,4,HLS,2Story,5,Y,3,9,10,1992,1993,1992.0,2006,13,7,9,,4,3,8,2826,692.0,1334.0,334000
1737,4,Lvl,1Story,5,Y,2,4,5,1968,1968,1969.0,2010,10,6,0,7.0,3,1,6,864,0.0,864.0,137250
1738,3,HLS,2Story,5,Y,4,9,3,2005,2006,2006.0,2006,12,7,4,,4,3,7,2462,456.0,1392.0,320000
1739,3,Lvl,1Story,5,Y,3,7,3,1959,2006,1997.0,2010,12,7,4,9.0,4,1,6,1287,0.0,1063.0,162000
1740,2,Lvl,1Story,5,Y,2,7,6,2009,2009,2009.0,2010,12,8,4,9.0,4,3,8,1478,432.0,1470.0,222000
1741,3,Lvl,2Story,5,Y,3,7,5,2003,2003,2003.0,2009,12,7,3,9.0,4,3,7,1342,0.0,698.0,178000
1742,4,Lvl,1Story,3,Y,2,4,2,1940,1992,1940.0,2010,12,7,8,7.0,4,1,6,804,294.0,788.0,119000
1743,4,Lvl,2Story,3,Y,4,8,7,1962,1962,1962.0,2007,10,6,3,,3,2,6,1812,288.0,864.0,169500
1744,3,Lvl,2Story,5,Y,4,8,4,2000,2000,2000.0,2009,12,7,3,9.0,4,3,7,2256,0.0,952.0,236000
