,Alley,Lot Shape,Land Contour,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,MS SubClass,MS Zoning,Street,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice
1465,missing,IR2,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,PConc,Gd,TA,No,120,RH,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1997,1998,1997.0,2007,26.0,10943,0.0,930.0,0.0,475.0,1405.0,1337,0,0,1337,522.0,0,68,0,0,0,0,0,177000
1466,Grvl,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,4,BrkTil,Fa,TA,No,190,RM,Pave,Rec,ALQ,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,TA,5,Typ,0,missing,Detchd,RFn,2.0,TA,TA,Y,missing,missing,missing,2,COD,1958,1958,1958.0,2007,52.0,4330,0.0,681.0,127.0,0.0,808.0,838,477,0,1315,436.0,0,0,0,0,0,0,0,99500
1467,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,PConc,Gd,TA,Av,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,7,New,2006,2006,2006.0,2006,102.0,11660,0.0,0.0,0.0,1326.0,1326.0,1326,0,0,1326,427.0,100,0,0,0,0,0,0,174190
1468,Pave,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,PConc,Gd,TA,No,160,FV,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,4,Typ,0,missing,Detchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2005,2005,2005.0,2006,30.0,3180,0.0,0.0,0.0,600.0,600.0,520,600,80,1200,480.0,0,166,0,0,0,0,0,151000
1469,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,PConc,Gd,TA,Av,120,RM,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,4,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,4,WD ,2003,2003,2003.0,2010,0.0,4435,170.0,672.0,0.0,176.0,848.0,848,0,0,848,420.0,140,0,0,0,0,0,0,143750
1470,missing,IR1,Lvl,8,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,CBlock,Gd,TA,Av,85,RL,Pave,GLQ,BLQ,GasA,Gd,Y,SBrkr,0.0,1.0,1,0,2,1,TA,4,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,7,WD ,1972,1972,1998.0,2009,50.0,7689,0.0,720.0,76.0,0.0,796.0,796,0,0,796,336.0,138,0,0,0,0,0,0,131900
1471,missing,IR1,Lvl,7,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,PConc,Gd,TA,No,60,RL,Pave,Rec,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,GdPrv,missing,6,WD ,1977,1977,1977.0,2007,68.0,8286,0.0,531.0,0.0,185.0,716.0,716,716,0,1432,531.0,0,136,0,0,240,0,0,157000
1472,missing,Reg,Lvl,7,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,CBlock,TA,Fa,No,70,RM,Pave,Rec,Unf,GasA,Gd,Y,FuseA,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Detchd,Unf,1.0,TA,Fa,Y,missing,missing,missing,7,WD ,1920,1997,1964.0,2009,59.0,10690,0.0,456.0,0.0,216.0,672.0,672,672,0,1344,468.0,0,128,218,0,0,0,0,147000
1473,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,2004,2005,2004.0,2009,71.0,7795,0.0,425.0,0.0,291.0,716.0,716,716,0,1432,432.0,100,51,0,0,0,0,0,188500
1474,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,PConc,Gd,TA,Av,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2005,2005,2005.0,2006,43.0,7052,240.0,659.0,0.0,705.0,1364.0,1364,0,0,1364,484.0,192,36,0,0,0,0,0,185850
1475,missing,IR1,Lvl,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,Rec,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,7,WD ,1965,1965,1965.0,2006,0.0,9308,0.0,554.0,0.0,430.0,984.0,984,0,0,984,310.0,0,0,0,0,0,0,0,126000
1476,missing,Reg,Lvl,7,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,9,WD ,1959,1959,1960.0,2009,65.0,8125,0.0,403.0,0.0,461.0,864.0,864,0,0,864,308.0,0,0,0,0,0,0,0,118000
1477,missing,IR1,HLS,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,PConc,Ex,TA,Gd,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,3,WD ,2006,2006,2006.0,2007,61.0,8035,165.0,797.0,0.0,815.0,1612.0,1612,0,0,1612,556.0,0,164,0,0,0,0,0,319900
1478,missing,IR1,Lvl,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,CBlock,TA,TA,Av,80,RL,Pave,GLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,GdPrv,missing,3,WD ,1984,1984,1984.0,2006,37.0,7937,0.0,819.0,0.0,184.0,1003.0,1003,0,0,1003,588.0,120,0,0,0,0,0,0,142500
1479,missing,Reg,Lvl,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,Fin,1.0,TA,TA,Y,missing,GdWo,missing,8,WD ,1950,1950,1950.0,2009,60.0,9600,0.0,390.0,0.0,810.0,1200.0,1200,0,0,1200,246.0,126,0,0,0,0,0,0,129900
1480,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,PConc,Gd,TA,No,120,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,9,New,2005,2006,2005.0,2006,48.0,6955,94.0,0.0,0.0,1368.0,1368.0,1368,0,0,1368,474.0,132,35,0,0,0,0,0,202500
1481,missing,Reg,Lvl,5,Gable,CompShg,Wd Sdng,MetalSd,None,TA,TA,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Slab,missing,missing,missing,20,RL,Pave,missing,missing,GasA,TA,Y,FuseA,0.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,Shed,6,WD ,1950,1950,1950.0,2006,100.0,21370,0.0,0.0,0.0,0.0,0.0,1640,0,0,1640,394.0,0,0,225,0,0,0,600,131000
1482,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,PConc,Gd,TA,Gd,90,RM,Pave,GLQ,LwQ,GasA,Ex,Y,SBrkr,2.0,0.0,2,0,2,2,TA,8,Typ,0,missing,Attchd,Unf,3.0,TA,TA,Y,missing,missing,missing,7,WD ,1997,1998,1998.0,2008,83.0,10126,0.0,1593.0,162.0,83.0,1838.0,1838,0,0,1838,721.0,160,67,0,0,0,0,0,185000
1483,missing,Reg,Lvl,5,Gable,CompShg,Plywood,Brk Cmn,None,Gd,TA,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,CBlock,Gd,TA,No,160,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,4,WD ,1978,1978,1978.0,2009,24.0,2364,0.0,279.0,0.0,576.0,855.0,855,601,0,1456,440.0,147,0,0,0,0,0,0,138000
1484,Grvl,Reg,Lvl,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,CBlock,TA,TA,No,70,RM,Pave,Unf,Unf,GasA,Ex,N,FuseA,0.0,0.0,1,0,3,1,TA,7,Typ,0,missing,Detchd,Unf,1.0,TA,Fa,N,missing,missing,missing,10,WD ,1910,1993,1930.0,2006,60.0,3600,0.0,0.0,0.0,684.0,684.0,684,684,0,1368,216.0,0,158,0,0,0,0,0,114504
1485,missing,Reg,Lvl,4,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,CBlock,TA,Fa,No,50,RL,Pave,LwQ,Unf,GasA,TA,Y,FuseA,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,4,WD ,1945,1950,1949.0,2010,52.0,8741,0.0,94.0,0.0,641.0,735.0,798,689,0,1487,220.0,0,140,0,0,0,0,0,113000
1486,missing,Reg,Lvl,8,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,BrkTil,TA,TA,No,50,RM,Pave,BLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,7,Typ,0,missing,Detchd,Unf,1.0,TA,TA,N,missing,MnPrv,missing,5,WD ,1922,2007,1922.0,2010,40.0,5436,0.0,735.0,0.0,61.0,796.0,796,358,0,1154,240.0,0,96,0,0,0,0,0,125500
1487,missing,IR1,Lvl,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,CBlock,TA,TA,Gd,80,RL,Pave,LwQ,BLQ,GasA,TA,Y,SBrkr,0.0,1.0,2,0,3,1,TA,5,Typ,1,Po,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1964,2001,1970.0,2007,65.0,14149,50.0,68.0,722.0,190.0,980.0,1020,0,0,1020,528.0,0,0,0,0,0,0,0,165000
1488,missing,Reg,Lvl,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,BrkTil,TA,TA,No,50,RM,Pave,Unf,Unf,GasA,Gd,N,FuseA,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,Unf,1.0,Fa,TA,Y,missing,missing,missing,4,WD ,1900,1950,1940.0,2006,63.0,5000,0.0,0.0,0.0,540.0,540.0,889,551,0,1440,352.0,0,0,77,0,0,0,0,79000
1489,Pave,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,PConc,Gd,TA,No,160,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,2,1,Gd,4,Typ,0,missing,Detchd,RFn,2.0,TA,TA,Y,missing,missing,missing,5,WD ,2005,2005,2005.0,2010,24.0,2544,216.0,376.0,0.0,224.0,600.0,600,636,0,1236,480.0,0,166,0,0,0,0,0,152000
1490,missing,Reg,Lvl,7,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,CBlock,TA,TA,No,50,RM,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1947,1950,1950.0,2006,50.0,5000,0.0,399.0,0.0,605.0,1004.0,1004,660,0,1664,420.0,0,24,36,0,0,0,0,159000
1491,missing,IR1,Lvl,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,PConc,TA,TA,No,20,RL,Pave,ALQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,RFn,1.0,TA,TA,Y,missing,GdWo,missing,4,WD ,1960,1960,1960.0,2008,0.0,12493,0.0,419.0,306.0,375.0,1100.0,1100,0,0,1100,312.0,355,0,0,0,0,0,0,141000
1492,missing,IR1,Lvl,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,No,20,RL,Pave,ALQ,LwQ,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,4,WD ,1964,1964,1964.0,2006,0.0,10368,112.0,260.0,748.0,0.0,1008.0,1488,0,0,1488,430.0,154,60,0,0,0,0,0,167000
1493,missing,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,CBlock,TA,TA,No,50,RM,Pave,Rec,LwQ,GasA,TA,Y,FuseA,0.0,0.0,1,1,3,1,Gd,7,Min2,2,Fa,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,3,WD ,1942,1950,1942.0,2010,53.0,6360,300.0,360.0,159.0,316.0,835.0,955,498,0,1453,240.0,0,0,35,0,148,0,0,132000
1494,missing,IR1,Lvl,5,Hip,CompShg,HdBoard,HdBoard,None,Gd,TA,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,PConc,Gd,TA,Mn,20,RL,Pave,GLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1990,1991,1990.0,2007,114.0,10357,0.0,738.0,0.0,172.0,910.0,1442,0,0,1442,719.0,0,244,0,0,0,0,0,179900
1495,missing,IR1,Lvl,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,2,WD ,1967,1967,1970.0,2010,0.0,9819,31.0,450.0,0.0,432.0,882.0,900,0,0,900,280.0,0,0,0,0,0,0,0,122000
1496,missing,Reg,Lvl,6,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,1.0,TA,TA,Y,missing,missing,missing,4,WD ,1963,1963,1963.0,2009,80.0,7936,0.0,826.0,0.0,219.0,1045.0,1045,0,0,1045,264.0,0,0,0,0,0,0,0,127000
1497,missing,IR2,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,PConc,Gd,TA,No,120,RH,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,4,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,9,WD ,2002,2002,2002.0,2006,26.0,8773,0.0,951.0,0.0,536.0,1487.0,1419,0,0,1419,543.0,196,68,0,0,0,0,0,190000
1498,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,CBlock,Gd,TA,Av,85,RL,Pave,BLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,TA,6,Min2,1,TA,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,11,WD ,1964,1980,1964.0,2007,75.0,11235,30.0,785.0,0.0,635.0,1420.0,1452,0,0,1452,572.0,92,0,88,0,0,0,0,158450
1499,missing,IR1,Lvl,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,CBlock,Gd,TA,Av,80,RL,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Min2,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1963,1999,1997.0,2009,70.0,12886,0.0,444.0,0.0,76.0,520.0,1464,0,0,1464,480.0,302,0,0,0,100,0,0,175000
1500,missing,IR1,HLS,5,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,PConc,Ex,TA,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,10,WD ,2006,2007,2006.0,2009,42.0,14892,160.0,1320.0,0.0,426.0,1746.0,1746,0,0,1746,758.0,201,39,0,0,0,0,0,377500
1501,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,BrkTil,TA,TA,No,50,RM,Pave,LwQ,Unf,GasA,TA,Y,FuseF,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,3,WD ,1930,1950,1930.0,2010,52.0,6240,0.0,448.0,0.0,480.0,928.0,928,608,0,1536,480.0,0,10,0,0,0,0,0,138400
1502,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,Av,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,1,WD ,2005,2005,2005.0,2006,78.0,11645,0.0,1300.0,0.0,434.0,1734.0,1734,0,0,1734,660.0,160,24,0,0,0,0,0,260000
1503,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,PConc,Ex,TA,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,7,New,2006,2007,2006.0,2007,110.0,14977,304.0,1350.0,0.0,626.0,1976.0,1976,0,0,1976,908.0,250,63,0,0,0,0,0,440000
1504,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,No,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2001,2001,2001.0,2009,70.0,9100,0.0,0.0,0.0,1212.0,1212.0,1212,0,0,1212,573.0,356,0,0,0,0,0,0,178000
1505,missing,Reg,Lvl,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,CBlock,TA,TA,Av,20,RL,Pave,BLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,1,3,1,TA,5,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,GdWo,missing,11,WD ,1968,1968,1968.0,2006,70.0,8400,168.0,1016.0,0.0,36.0,1052.0,1052,0,0,1052,288.0,356,0,0,0,0,0,0,138500
1506,missing,Reg,Lvl,5,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,Rec,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Detchd,Fin,2.0,TA,TA,Y,missing,missing,missing,4,WD ,1962,1962,1977.0,2007,70.0,7420,0.0,417.0,0.0,640.0,1057.0,1057,0,0,1057,576.0,0,0,0,0,0,0,0,132000
1507,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,CBlock,TA,TA,No,50,RL,Pave,LwQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,5,1,TA,7,Typ,0,missing,Attchd,Unf,1.0,Fa,TA,Y,missing,missing,missing,7,WD ,1953,1953,1953.0,2006,75.0,9525,0.0,468.0,0.0,532.0,1000.0,1068,541,0,1609,305.0,0,0,0,0,0,0,0,149900
1508,missing,IR1,Bnk,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,CBlock,TA,Fa,No,50,RM,Pave,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,3,1,Gd,8,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,8,WD ,1945,1950,1945.0,2008,0.0,7425,0.0,0.0,0.0,672.0,672.0,1195,473,0,1668,252.0,210,0,0,0,0,0,0,108000
1509,missing,IR1,Lvl,6,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,CBlock,Gd,TA,No,20,RL,Pave,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,4,WD ,1975,1975,1981.0,2008,88.0,7990,0.0,0.0,0.0,924.0,924.0,924,0,0,924,280.0,0,0,0,0,0,0,0,110000
1510,missing,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,CBlock,Gd,TA,No,160,RM,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,GdPrv,missing,5,WD ,1980,1980,1980.0,2009,24.0,1300,0.0,285.0,0.0,276.0,561.0,561,668,0,1229,462.0,150,0,0,0,0,0,0,124000
1511,missing,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,CBlock,TA,TA,No,45,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,1,1,TA,4,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,MnPrv,missing,4,WD ,1956,1956,missing,2007,55.0,5500,0.0,0.0,0.0,882.0,882.0,882,0,0,882,0.0,0,0,0,0,0,0,0,103200
1512,Pave,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,PConc,Ex,Gd,No,120,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,New,2006,2007,2006.0,2007,40.0,3606,0.0,937.0,0.0,415.0,1352.0,1352,0,0,1352,466.0,0,241,0,0,0,0,0,194000
